text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
sī_ẅnè+	сӥ_ѡ̈нѐ+	siẅne	silen	Amsvn		254	1	2	vocative				ʺO powerful one, let us go to the lake!ʺ	1		Punčo: <i>o vldko vasesilne</i>								
poidimo+	поидимо+	poidimo	poida	Vmm-1pe	Vmip1pe	254	2	0	root															
na+	на+	na	na	Sa		254	3	4	case															
ezéro.	езе́ро.	ezero	ezero	Nnsnn		254	4	2	obl	lat														
																								
to_gda+	то_гда+	togda	togda	Pr		255	1	2	advmod				Then Satanael (said) to his servants:	1										
satanailь.	сатанаиль.	satanailъ	Satanail	Nmsny		255	2	0	root															
slugmь+	слꙋгмь+	slugmъ	sluga	Nfpdy		255	3	2	obl	iobj														
svoimь	своимь	svoimъ	svoi	Amsiy		255	4	3	amod	poss				1										
																								
strizite	стризите	strizite	strěžati	Vmm-2pi		256	1	0	root				ʺWatch Michael!ʺ											
mixàila	михàила	mixaila	Mixail	Nmsgy		256	2	1	obj															
																								
i+	и+	i	i	C		257	1	2	cc				ʺAnd guard (him) well!ʺ											
vьpa_zite+	вьпа_зите+	vъpazite	upazja	Vmm-2pe		257	2	0	root					1										
mnògo.	мно̀го.	mnogo	mnogo	R		257	3	2	advmod															
																								
eda+	еда+	eda	eda	Qq		258	1	6	aux	opt			ʺMay he does not take, by intrigues or lies, the gratitude (?) from me,ʺ			Punčo: <i>če onь sasь lukavština i sasь lьža doide pri nasь da ni otьvne dobro+to naše</i><br/>See the dictionary entry for details on the construction <i>eda kako</i>.								
kako+	како+	kako	kako	Pq		258	2	1	fixed															
luka_stvomь.	лꙋка_ствомь.	lukastvomъ	lukavstvo	Nnsin		258	3	6	obl					1										
ili+	или+	ili	ili	C		258	4	5	cc															
lьžïju+	льжїю+	lъžiju	lъža	Nfsin		258	5	3	conj															
vьzme_tь	вьзме_ть	vъzmetъ	vzema	Vmip3se		258	6	0	root					1										
blgo_darenïe	блго_даренїе	blgodarenie	blagodarenie	Nnsnn		258	7	6	obj							BAR 1282: <i>darurile</i>								
wt+	ѿ+	ot	ot	Sg		258	8	9	case															
mne	мне	mne	az	Pp1-sd		258	9	6	obl							A Slovakism?								
i+	и+	i	i	C		258	10	11	cc				ʺand (may he does not) make me (appear) not pretty and not glorious!ʺ											
sь_tvoritь	сь_творить	sъtvoritъ	sъtvorja	Vmip3se		258	11	6	conj					1										
mene.	мене.	mene	az	Pp1-sg		258	12	11	obj															
ne+	не+	ne	ne	Qz		258	13	14	amod															
lepa	лепа	lepa	lěp	Amsgn		258	14	11	obl	pred				1										
i+	и+	i	i	C		258	15	17	cc															
ne+	не+	ne	ne	Qz		258	16	17	amod															
slàvnà.	слàвнà.	slavna	slaven	Amsgn		258	17	14	conj															
																								
da+	да+	da	da	C		259	1	4	mark				ʺIf that would happen, I will be (left) for mockery to my servants.ʺ											
ašte+	аще+	ašte	ašte	C		259	2	1	fixed															
tako	тако	tako	taka	Pr		259	3	4	advmod					1										
budetь.	бꙋдеть.	budetъ	bъda	Vmip3se		259	4	7	advcl															
vь+	вь+	vъ	v	Sa		259	5	6	case															
posměx+	посмѣх+	posměx	posměx	Nmsnn		259	6	7	obl															
bdu+	бдꙋ+	bdu	bъda	Vmip1se		259	7	0	root															
slú_gamь+	слꙋ́_гамь+	slugamъ	sluga	Nfpdy		259	8	7	obl	iobj				1										
moimь.	моимь.	moimъ	moi	Afpdy		259	9	8	amod	poss														
																								
i+	и+	i	i	C		260	1	2	cc				ʺAnd my angels will say:ʺ											
glati+	глати+	glati	glagolati	Vmn---i		260	2	0	root															
xo_te+	хо_те+	xote	xotěti	Vmip3pi	Vmpp-sia	260	3	2	aux	fut				1										
aggli+	аггли+	aggli	angel	Nmpny		260	4	2	nsubj															
moi.	мои.	moi	moi	Amsny		260	5	4	amod	poss														
																								
se+	се+	se	se (2)	Qd		261	1	0	root				ʺBehold, our poor king!ʺ											
knézь+	кне́зь+	knezъ	knęz	Nmsny		261	2	1	nsubj															
nšь	ншь	nšъ	naš	Amsnn		261	3	2	amod	poss				1										
úbogь+	ꙋ́богь+	ubogъ	ubog	Amsnn		261	4	2	amod															
																								
i+	и+	i	i	C		262	1	2	cc				ʺAnd: He is robbed (by?) Michael.ʺ			Punčo: <i>no pazete dobre mixaila</i><br/>BAR 1282: <i>Iară Mihail va rîde de mine</i>								
plenenь+	пленень+	plenenъ	plenja	Vmpa-se	Amsnn	262	2	0	root															
jes	ѥс	jes	sъm	Vaip3si		262	3	2	aux	pass														
na+	на+	na	na	Sa		262	4	5	case															
mì_xaila	мѝ_хаила	mixaila	Mixail	Nmsgy		262	5	2	obl					1										
i+	и+	i	i	C		262	6	7	cc															
semь.	семь.	semъ	sii	Pd-msl		262	7	2	discourse															
																								
azь+	азь+	azъ	az	Pp1-sn		263	1	2	nsubj				ʺI am the lord!ʺ											
esmь+	есмь+	esmъ	sъm	Vmip1si		263	2	0	root															
gь	гь	gъ	gospodin	Nmsny		263	3	2	obl	pred				1										
																								
da+	да+	da	da	C		264	1	2	aux	opt			ʺMay no one dares to do (something) evil (to me)!ʺ											
smètь+	смѐть+	smetъ	směja	Vmip3si		264	2	0	root															
nikto.	никто.	nikto	nikъtože	Pz		264	3	2	nsubj															
lukavo	лꙋкаво	lukavo	lukav	Ansnn		264	4	5	obj					1										
sьtvoriti.	сьтворити.	sъtvoriti	sъtvorja	Vmn---e		264	5	2	advcl															
																								
i+	и+	i	i	C		265	1	2	cc				And, having taken his servants, they went to the lake.											
vьzmь+	вьзмь+	vъzmъ	vzema	Vmpp-sea	Amsnn	265	2	6	advcl							The participle does not agree in number with the main verb. Punčo: <i>xaidate vie sasь mene na ezero i oni poidoxu i arxggelь mixailь poide sasь antixrista zaedno</i>								
slù_gi+	слꙋ̀_ги+	slugi	sluga	Nfpny		265	3	2	obj					1										
svoe+	свое+	svoe	svoi	Afpny		265	4	3	amod	poss														
i+	и+	i	i	C		265	5	6	cc															
podoše,	подоше,	podoše	poida	Vmia3pe		265	6	0	root															
na+	на+	na	na	Sa		265	7	8	case															
ezero	езеро	ezero	ezero	Nnsnn		265	8	6	obl					2										
																								
i+	и+	i	i	C		266	1	2	cc		50v	/img/satan/50v.JPG	And they discussed about God, how they will close the way for the sun.											
besědovaxu+	бесѣдовахꙋ+	besědovaxu	besědovati	Vmii3pi		266	2	0	root															
ẅ+	ѡ̈+	ẅ	o (2)	Sl		266	3	4	case															
bgu.	бгꙋ.	bgu	bog	Nmsdy		266	4	2	obl															
ka_ko+	ка_ко+	kako	kako	Pq		266	5	7	mark					1										
xote+	хоте+	xote	xotěti	Vaip3pi		266	6	7	aux	fut														
zatvoriti+	затворити+	zatvoriti	zatvorja	Vmn---e		266	7	2	advcl															
pútь	пꙋ́ть	putъ	pǫt	Nmsnn		266	8	7	obj					1										
slncú.	слнцꙋ́.	slncu	slъnce	Nnsdn		266	9	8	nmod															
																								
i+	и+	i	i	C		267	1	2	cc				And Michael said to Antichrist:											
rče+	рче+	rče	reka	Vmia3se		267	2	0	root															
mixàilo+	михàило+	mixailo	Mixail	Nmsoy		267	3	2	nsubj															
kь+	кь+	kъ	k	Sd		267	4	5	case															
anti_xrь`stú	анти_хрь̀стꙋ́	antixrъstu	Antixrist	Nmsdy		267	5	2	obl	iobj				1										
																								
gdne+	гдне+	gdne	gospodin	Nmsvy		268	1	2	vocative				ʺO lord, (let us) haste for (?) the sun!ʺ											
pospešimo+	поспешимо+	pospešimo	pospěšiti	Vmip1pe		268	2	0	root															
se	се	se	se	Px---a		268	3	2	expl					1										
za+	за+	za	za	Sa		268	4	5	case															
slnca.	слнца.	slnca	slъnce	Nnpnn		268	5	2	obl															
																								
a	а	a	a	C		269	1	6	cc				ʺAnd what we would do afterwards?ʺ											
po+	по+	po	po	Sl		269	2	3	case															
tom+	том+	tom	tъ	Pd-msl		269	3	6	obl															
čto+	что+	čto	čto	Pq---n		269	4	6	obj															
xoštemo	хощемо	xoštemo	xotěti	Vaip1pi		269	5	6	aux	fut				1										
sьtvoriti+	сьтворити+	sъtvoriti	sъtvorja	Vmn---e		269	6	0	root															
vь+	вь+	vъ	v	Sl		269	7	8	case															
skore.	скоре.	skore	skoro	R		269	8	6	advmod															
																								
i+	и+	i	i	C		270	1	3	cc				And they went in haste towards the lake.											
to_gda	то_гда	togda	togda	Pr		270	2	3	advmod					1										
idosta+	идоста+	idosta	ida	Vmia3pi		270	3	0	root															
na+	на+	na	na	Sa		270	4	5	case															
pospex,	поспех,	pospex	pospěx	Nmsnn		270	5	3	obl															
do+	до+	do	do	Sg		270	6	7	case															
ezè_ra+	езѐ_ра+	ezera	ezero	Nnsgn		270	7	3	obl					1										
																								
i+	и+	i	i	C		271	1	3	cc				And thus spoke Satanael to Michael:											
takoi+	такои+	takoi	taka	Pr		271	2	3	advmod															
rče+	рче+	rče	reka	Vmia3se		271	3	0	root															
satanailь+	сатанаиль+	satanailъ	Satanail	Nmsny		271	4	3	nsubj															
kь	кь	kъ	k	Sd		271	5	6	case					1										
mixaílu+	михаи́лꙋ+	mixailu	Mixail	Nmsdy		271	6	3	obl	iobj														
																								
vьlězi+	вьлѣзи+	vъlězi	vlěza	Vmm-2se		272	1	0	root				ʺGo in to receive coolness!ʺ											
da+	да+	da	da	C		272	2	3	mark															
primi_ši+	прими_ши+	primiši	priema	Vmip2se		272	3	1	advcl					1										
xládь.	хлáдь.	xladъ	xlad	Nmsnn		272	4	3	obj															
																								
azь+	азь+	azъ	az	Pp1-sn		273	1	4	nsubj				ʺAnd I will serve you.ʺ											
že+	же+	že	že	Qg		273	2	4	cc															
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	273	3	4	obl	iobj														
poslù_žu+	послꙋ̀_жꙋ+	poslužu	posluža	Vmip1se		273	4	0	root					1										
																								
jako	ꙗко	jako	jako (2)	C		274	1	2	cc				ʺBecause you are dear to me.ʺ											
dragь+	драгь+	dragъ	drag	Amsnn		274	2	0	root															
mi+	ми+	mi	az	Pp1-sd		274	3	2	obl	iobj														
jesi.	ѥси.	jesi	sъm	Vmip2si		274	4	2	cop															
																								
rče	рче	rče	reka	Vmia3se		275	1	0	root				Michael said:	1										
mixàilà+	михàилà+	mixaila	Mixail	Nmsgy		275	2	1	nsubj															
																								
n+	н+	n	ne	Qz		276	1	2	advmod				ʺA servant is not greater than his lord.ʺ											
estь.	есть.	estъ	sъm	Vmip3si		276	2	4	cop															
rabь`+	рабь̀+	rabъ	rab	Nmsny		276	3	4	nsubj															
boli	боли	boli	bolii	Amsnn		276	4	0	root					1										
gdna+	гдна+	gdna	gospodin	Nmsgy		276	5	4	nmod															
svoego.	своего.	svoego	svoi	Amsgy		276	6	5	amod	poss														
																								
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	277	1	4	nsubj				ʺYou were the first in heavens.ʺ											
na+	на+	na	na	Sl		277	2	3	case															
nbsjexь	нбсѥхь	nbsjexъ	nebe	Nnpln		277	3	4	obl	loc				1										
prьvi+	прьви+	prъvi	pъrvi	Amsny		277	4	0	root															
jesi+	ѥси+	jesi	sъm	Vaip3si		277	5	6	aux	prf														
bilь´.	биль́.	bilъ	sъm	Vmp--si	Amsnn	277	6	4	cop															
																								
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	278	1	5	cc				ʺSo, you will be the first in depths.ʺ											
ubo+	ꙋбо+	ubo	ubo	C		278	2	5	advmod															
vь	вь	vъ	v	Sl		278	3	4	case					1										
glь`bini	гль̀бини	glъbini	glǫbina	Nfpnn		278	4	5	obl	loc						The word seems to be a Bulgarism: first for the jer reflecting an *ǫ, then for the case - a locative like in previous sentence would be expected. The sentence is not found in Punčo's version, nor in BAR 1282.								
prь`vi+	прь̀ви+	prъvi	pъrvi	Amsny		278	5	0	root															
xoštešь	хощешь	xoštešъ	xotěti	Vaip2si		278	6	7	aux	fut				1										
biti.	бити.	biti	sъm	Vmn---i		278	7	5	cop															
																								
azь+	азь+	azъ	az	Pp1-sn		279	1	6	nsubj				ʺFor I don't know the depth(s) of the lake.ʺ											
bo+	бо+	bo	bo	C		279	2	6	cc															
glь`bini	гль̀бини	glъbini	glǫbina	Nfsgn	Nfpnn	279	3	6	obj															
eze_ru	езе_рꙋ	ezeru	ezero	Nnsdn		279	4	3	nmod					1										
ne+	не+	ne	ne	Qz		279	5	6	advmod															
znamь.	знамь.	znamъ	znaja	Vmip1si		279	6	0	root															
																								
i+	и+	i	i	C		280	1	2	cc				ʺAnd I fear the filthy animal, and the dragon, whom the Father created.ʺ											
boju+	бою+	boju	boja	Vmip1si		280	2	0	root															
se+	се+	se	se	Px---a		280	3	2	expl															
mrь_skoga	мрь_скога	mrъskoga	morski	Amsgy		280	4	5	amod					1										
zvě`ra+	звѣ̀ра+	zvěra	zvěr	Nmsgn		280	5	2	obl															
i+	и+	i	i	C		280	6	7	cc															
zmïja	змїꙗ	zmija	zmei	Nmsgn		280	7	5	conj															
egože	егоже	egože	iže	Pr-msg		280	8	10	mark					2		Punčo: <i>štoto e tebe sozdala</i>								
wtcь+	ѿць+	otcъ	otec	Nmsny		280	9	10	nsubj		51r	/img/satan/51r.JPG												
sazda.	сазда.	sazda	sъzdam	Vmia3se		280	10	7	acl															
																								
na+	на+	na	pa	C		281	1	3	cc				ʺBut you are strong.ʺ											
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	281	2	3	nsubj															
silanь+	силань+	silanъ	silen	Amsnn		281	3	0	root															
jesì	ѥсѝ	jesi	sъm	Vmip2si		281	4	3	cop					1										
																								
i+	и+	i	i	C		282	1	3	cc				ʺAnd you will tame the dragon by your power.ʺ											
zmïja+	змїꙗ+	zmija	zmei	Nmsgn		282	2	3	obj															
ukrotiši+	ꙋкротиши+	ukrotiši	ukrotja	Vmip2se		282	3	0	root															
silòju	сило̀ю	siloju	sila	Afsin		282	4	3	obl															
svo_ejù.	сво_ею̀.	svoeju	svoi	Afsiy		282	5	4	amod	poss				1										
																								
i+	и+	i	i	C		283	1	4	cc				ʺAnd then, I will enter.ʺ											
togda+	тогда+	togda	togda	Pr		283	2	4	advmod															
azь+	азь+	azъ	az	Pp1-sn		283	3	4	nsubj															
vlězi+	влѣзи+	vlězi	vlěza	Vmip3se		283	4	0	root															
																								
mene+	мене+	mene	az	Pp1-sn		284	1	4	obl				ʺAnd it is more appropriate for me to serve you.ʺ											
ž[e]	ж[е]	že	že	Qd		284	2	4	cc					1										
pače+	паче+	pače	pače	R		284	3	4	advmod															
podobaetь.	подобаеть.	podobaetъ	podobati	Vmip3si		284	4	0	root															
posluži_ti+	послꙋжи_ти+	poslužiti	posluža	Vmn---e		284	5	4	advcl					1										
tebě.	тебѣ.	tebě	ty	Pp2-sd		284	6	5	obl	iobj														
																								
togda+	тогда+	togda	togda	Pr		285	1	3	advmod				Then, Satanael put off his clothes, and the wreath,											
satanailь	сатанаиль	satanailъ	Satanail	Nmsny		285	2	3	nsubj					1										
sьnetь+	сьнеть+	sъnetъ	sъnęti	Vmia3se		285	3	0	root															
ẅděždou+	ѡ̈дѣждоу+	ẅděždou	odežda	Nfsan		285	4	3	obj															
svoju+	свою+	svoju	svoi	Afsay		285	5	5	amod	poss														
i+	и+	i	i	C		285	6	7	cc															
vě_ncь+	вѣ_нць+	věncъ	venec	Nmsnn		285	7	4	conj					1										
i+	и+	i	i	C		285	8	10	cc				and all the glory he had received from the angels of God.											
vsù+	всꙋ̀+	vsu	vse	Afsan		285	9	10	amod	det														
slàvu.	слàвꙋ.	slavu	slava	Nfsan		285	10	7	conj															
juže+	юже+	juže	iže	Pr-fsa		285	11	13	mark															
beše	беше	beše	sъm	Vaii3si		285	12	13	aux	pprf				1										
prielь+	приель+	prielъ	priema	Vmp--se	Amsnn	285	13	10	acl															
wt+	ѿ+	ot	ot	Sg		285	14	15	case															
anglь+	англь+	anglъ	angel	Nmpgy		285	15	13	obl															
bžix,	бжих,	bžix	božii	Ampgy		285	16	15	amod	poss														
																								
i+	и+	i	i	C		286	1	2	cc				And he gave (it) to Michael to hands.											
das_tь	дас_ть	dastъ	dam	Vmia3se		286	2	0	root					1										
mixaìlu	михаѝлꙋ	mixailu	Mixail	Nmsdy		286	3	2	obl	iobj														
vь+	вь+	vъ	v	Sa		286	4	5	case															
rúce+	рꙋ́це+	ruce	rъka	Nfdnn		286	5	2	obl	lat														
																								
i+	и+	i	i	C		287	1	2	cc				And he said to Michael:											
rče+	рче+	rče	reka	Vmia3se		287	2	0	root															
emú	емꙋ́	emu	toi	Pp3msd		287	3	4	expl					1										
mixàilú.	михàилꙋ́.	mixailu	Mixail	Nmsdy		287	4	2	obl	iobj														
																								
da+	да+	da	da	C		288	1	4	aux	opt			ʺMay you are not deceived about me!ʺ											
se+	се+	se	se	Px---a		288	2	4	expl															
ne+	не+	ne	ne	Qz		288	3	4	advmod															
sьbla_zniši+	сьбла_зниши+	sъblazniši	sъblaznja	Vmip2se		288	4	0	root					1										
ẅ+	ѡ̈+	ẅ	o (2)	Sl		288	5	6	case															
mně`.	мнѣ̀.	mně	az	Pp1-sd		288	6	4	obl															
																								
i+	и+	i	i	C		289	1	4	cc				Then, Michael said to him:											
togda+	тогда+	togda	togda	Pr		289	2	4	advmod															
mi_xailo	ми_хаило	mixailo	Mixail	Nmsoy		289	3	4	nsubj					1										
rče+	рче+	rče	reka	Vmia3se		289	4	0	root															
kь+	кь+	kъ	k	Sd		289	5	6	case															
nemu.	немꙋ.	nemu	toi	Pp3msd		289	6	4	obl															
																								
tako+	тако+	tako	taka	Pr		290	1	0	root				ʺThus (is) to me your power.ʺ											
mi	ми	mi	az	Pp1-sd		290	2	1	obl	iobj				1										
silè+	силѐ+	sile	sila	Nfpnn	Nfsdn	290	3	1	nsubj															
