text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
podw´bno	подѡ́бно	podobno	podoben	Ansnn		103	13	16	amod				she saw a similar apparition as that one										
tómoužde	то́моужде	tomoužde	tъžde	Pr-nsd		103	14	15	det	ext													
víděnïjù	ви́дѣнїю̀	viděniju	videnie	Nnsdn		103	15	16	nmod	iobj													
ví_děnïe	ви́_дѣнїе	viděnie	videnie	Nnsnn		103	16	17	obj					1									
vídě.	ви́дѣ.	vidě	vidja	Vmia3si		103	17	0	root														
																							
i+	и+	i	i	C		104	1	9	cc				and the two told all (about what) they saw in detail in the morning										
w´boì	ѡ́боѝ	oboi	oba	Ampnn		104	2	9	nsubj														
na+	на+	na	na	Sl		104	3	4	case														
oútrïà	оу́трїà	outria	utre	Nnpnn		104	4	9	obl	loc						Miklosich: outrě 'aѵrion', vere est sg.loc outro							
vьsě´_mь	вьсѣ́_мь	vъsěmъ	vse	Ampdy		104	5	9	obl	iobj				1									
po+	по+	po	po	Sd		104	6	7	case														
dróbnou	дро́бноу	drobnou	droben	Amsdn		104	7	9	obl														
víděn'naà	ви́дѣн͛наà	viděnnaa	vidja	Anpny	Vmpa-pi	104	8	9	obj							Kałužniacki 1901 (T1, Y1, E2, R2, S2, U2): viděnïa							
skázaše.	скáзаше.	skazaše	skaža	Vmia3pe		104	9	0	root					1									
																							
Da	Да	da	da	C		105	1	8	cc				then, as they heard it, all ran quickly (there)										
jáko	ꙗ́ко	jako	jako (2)	R		105	2	5	mark														
sïà	сїà	sia	sii	Pd-npn		105	3	5	obj														
w´nì	ѡ́нѝ	oni	on	Pd--pn		105	4	5	nsubj														
slýšàše,	слы́шàше,	slišaše	slyšati	Vmia3pi		105	5	8	advcl														
vъsì	въсѝ	vъsi	vse	Ampnn		105	6	8	nsubj														
oúté_komь	оу́те́_комь	outekomъ	utek	Nmsin		105	7	8	obl					1									
oústrь´miše+	оу́стрь́мише+	oustrъmiše	ustremja	Vmia3pe		105	8	0	root														
se.	се.	se	se	Px---a		105	9	8	expl														
																							
í+	и́+	i	i	C		106	1	15	cc				and as they took it out with much effort										
toʺ	то̏	to	to	Qd		106	2	6	obj														
sь+	сь+	sъ	s	Si		106	3	5	case														
mnózěmь	мно́зѣмь	mnozěmъ	mnog	Ansiy		106	4	5	amod					1									
oúsrь´dïemь	оу́срь́дїемь	ousrъdiemъ	usъrdie	Nnsin		106	5	6	obl														
ízь´m'šè.	и́зь́м͛шѐ.	izъmše	izęti	Vmpa-pea	Ampnn	106	6	15	advcl														
jákóže	ꙗ́ко́же	jakože	jakože	R		106	7	9	mark				they were amazed by it as if it was a very rare and precious treasure										
někoje_mou	нѣкоѥ_моу	někojemou	někoi	Ansdy		106	8	9	amod	det				1									
skróvištu	скро́вищꙋ	skrovištu	sъkrovište	Nnsdn		106	9	15	advcl														
ne+	не+	ne	ne	Qz		106	10	11	amod														
w´býčnou	ѡ́бы́чноу	običnou	običen	Ansdn		106	11	9	amod														
í+	и́+	i	i	C		106	12	14	cc														
mnógo	мно́го	mnogo	mnogo	R		106	13	14	amod														
cě´_n'noù	цѣ́_н͛ноу̀	cěnnou	cenen	Ansdn		106	14	11	conj					1									
čjúždaàxu+	чю́ждаàхꙋ+	čjuždaaxu	čudja	Vmii3pi		106	15	0	root														
se.	се.	se	se	Px---a		106	16	15	expl														
																							
Vъzь´m'še+	Възь́м͛ше+	vъzъmše	vzema	Vmpa-pea	Ampnn	107	1	14	advcl				and taking it with candles and censers and incenses and perfumes										
že	же	že	že	Qd		107	2	14	cc														
toʺ	то̏	to	to	Qd		107	3	14	obj					1									
sь+	сь+	sъ	s	Si		107	4	5	case														
svě´štami	свѣ́щами	svěštami	svešt	Nfpin		107	5	1	obl														
í+	и́+	i	i	C		107	6	7	cc														
kádily.	кáдилы.	kadili	kadilo	Nnpin		107	7	5	conj														
árw´mati+	áрѡ́мати+	aromati	aromat	Nmpnn		107	8	7	conj														
že	же	že	že	Qd		107	9	8	cc					1									
í+	и́+	i	i	C		107	10	11	cc														
blgo_vónïi.	блго_во́нїи.	blgovonii	blagovonen	Nnpin		107	11	8	conj														
sъ+	съ+	sъ	s	Si		107	12	13	case				they placed (it) with joy in the church of the saint and most praised Apostles										
radóstïjù	радо́стїю̀	radostiju	radost	Nfsin		107	13	14	obl														
polóžiše	поло́жише	položiše	položa	Vmia3pe		107	14	0	root					1									
vь+	вь+	vъ	v	Sl		107	15	16	case														
crkvy	црквы	crkvi	cъrkva	Nfsdn		107	16	14	obl	loc													
styʺxь	сты̏хь	stixъ	svęt	Ampgy		107	17	20	amod														
í+	и́+	i	i	C		107	18	19	cc														
vьsè_xvál'nyx	вьсѐ_хвáл͛ных	vъsexvalnix	vsexvalen	Ampgy		107	19	17	conj														
ápslьʺ.	áпсль̏.	apslъ	apostol	Nmpgy		107	20	16	nmod	poss				1									
																							
Vъ+	Въ+	vъ	v	Sl		108	1	2	case				and laying there she performed many (ʺandʺ) wondrous signs										
njeí+	нѥи́+	njei	tja	Pp3fsd		108	2	4	obl	loc													
že	же	že	že	Qd		108	3	9	cc														
léže,	ле́же,	leže	leža	Vmpp-sia	Amsnn	108	4	9	advcl														
mnógaà	мно́гаà	mnogaa	mnog	Anpny		108	5	8	amod														
í+	и́+	i	i	C		108	6	7	cc														
čjúdnaà	чю́днаà	čjudnaa	čuden	Anpny		108	7	5	conj														
zna_ménïa	зна_ме́нїа	znamenia	znamenie	Nnpny		108	8	9	obj					1									
tvóràše.	тво́рàше.	tvoraše	tvorja	Vmii3si		108	9	0	root														
																							
í+	и́+	i	i	C		109	1	18	cc				and not only in that land										
ne+	не+	ne	ne	Qz		109	2	3	advmod														
tь´čïjù	ть́чїю̀	tъčiju	tъčijǫ	R		109	3	18	advmod														
vь+	вь+	vъ	v	Sl		109	4	5	case														
stráně	стрáнѣ	straně	strana	Nfsdn		109	5	18	obl	loc				1									
w´noì,	ѡ́ноѝ,	onoi	on	Pd-fsd		109	6	5	det	p_nom													
nьʺ	нь̏	nъ	no	C		109	7	12	cc														
i+	и+	i	i	C		109	8	7	fixed				but also in all neighbouring countries										
po+	по+	po	po	Sd		109	9	12	case														
vьsě´xь	вьсѣ́хь	vъsěxъ	vse	Afpgy		109	10	12	amod	det													
w´krstnyix	ѡ́крстныих	okrstniix	okrъstьnь	Afpgy		109	11	12	amod														
strá_naxь	стрá_нахь	stranaxъ	strana	Nfpln		109	12	5	conj					2									
toʺje	то̏ѥ	toje	tja	Pp3fsg		109	13	14	nmod	poss	197v	/img/petka/000398.jpg	her miracles and signs were known to all										
čjúdesa	чю́деса	čjudesa	čudo	Nnpnn		109	14	18	nsubj														
í+	и́+	i	i	C		109	15	16	cc														
znaménia	знаме́ниа	znamenia	znamenie	Nnpnn		109	16	14	conj														
vьsě´mъ	вьсѣ́мъ	vъsěmъ	vse	Ampdy		109	17	18	obl	iobj				1									
vě´domaʺ	вѣ́дома̏	vědomaa	věděti	Vmpp-pi	Anpny	109	18	0	root	pass													
bě´xou.	бѣ́хоу.	běxou	sъm	Vaii3pi		109	19	18	aux	pass													
																							
Vъsi+	Въси+	vъsi	vse	Ampnn		110	1	13	nsubj				for all who were around suffering from illness or madness										
bò	бо̀	bo	bo	C		110	2	13	cc														
íže	и́же	iže	iže	Pr-msn		110	3	11	mark														
w´krь´_stь	ѡ́крь́_сть	okrъstъ	okrъst	R		110	4	11	advmod					1									
nedoúžnïi	недоу́жнїи	nedoužnii	nedužen	Ampny		110	5	11	nsubj														
í+	и́+	i	i	C		110	6	7	cc														
bě´snoujušteí+	бѣ́сноующеи́+	běsnoujuštei	běsnuvam	Vmpp-pia	Ampny	110	7	5	conj														
se,	се,	se	se	Px---a		110	8	7	expl														
sъ	съ	sъ	s	Si		110	9	10	case				when they came with faith, they were healed	1									
vě´roju	вѣ́рою	věroju	věra	Nfsin		110	10	11	obl														
prixódešteʺ	прихо́деще̏	prixodeštei	prixodja	Vmpp-pea	Ampny	110	11	1	acl														
íscě´ljennja	и́сцѣ́лѥннꙗ	iscěljennja	izcelenie	Nnpnn		110	12	13	obj														
poloú_čaaxou.	полоу́_чаахоу.	poloučaaxou	poluča	Vmii3pe		110	13	0	root					1									
																							
Izýde+	Изы́де+	izide	izida	Vmia3se		111	1	0	root				And her fame spread all around the neighbourhood of that country.										
že	же	že	že	Qd		111	2	1	cc														
tòje	то̀ѥ	toje	tja	Pp3fsg		111	3	4	nmod	poss													
sloúxь	слоу́хь	slouxъ	slux	Nmsnn		111	4	1	nsubj														
po	по	po	po	Sl		111	5	7	case					1									
vьseì	вьсеѝ	vъsei	vse	Afsdy		111	6	7	amod	det													
w´krьstněì	ѡ́крьстнѣѝ	okrъstněi	okrъstьnь	Afsdy		111	7	1	obl	loc													
strány	стрáны	strani	strana	Nfsgn		111	8	7	nmod	poss													
w´nojè..	ѡ́ноѥ̀..	onoje	on	Pd-fsg		111	9	8	det	p_nom				1									
																							
Vrě´meni+	Врѣ́мени+	vrěmeni	vreme	Nnsdn		112	1	3	nsubj				after a long (ʺnot a bitʺ) time had passed									10	Franks in Tsarigrad
že	же	že	že	Qd		112	2	15	cc														
mímoték'šoù	ми́моте́к͛шоу̀	mimotekšou	mimotešti	Vmpa-sea	Amsdn	112	3	15	advcl														
ne+	не+	ne	ne	Qz		112	4	5	amod														
málu,	мáлꙋ,	malu	malo	R		112	5	1	amod					1									
í	и́	i	i	C		112	6	10	cc				and as the Greek kingdom's power (ʺscepterʺ) was diminishing										
grьčь´skàgo	грьчь́скàго	grъčъskago	grъcki	Ansgy		112	7	8	amod														
crstvïa	црствїа	crstvia	carstvo	Nnsgn		112	8	9	nmod	poss													
skϋp'tru	скѷп͛трꙋ	skiptru	skiptъr	Nmsdn		112	9	10	nsubj														
ízne_móg'šoù,	и́зне_мо́г͛шоу̀,	iznemogšou	iznemoga	Vmpa-sea	Amsdn	112	10	3	conj					1		Miklosich: iznemošti 'adonamein, non posse'							
popoúštenïemь	попоу́щенїемь	popoušteniemъ	popuštenie	Nnsin		112	11	15	obl				the Romans (i.e. crusaders), by the will of God, conquered it										
bžijemъ.	бжиѥмъ.	bžijemъ	božii	Ansiy		112	12	11	amod	poss				1									
rímljàne	ри́млꙗ̀не	rimljane	rimljanin	Nmpny		112	13	15	nsubj														
toʺ	то̏	to	to	Qd		112	14	15	obj														
oúdrь´žaše,	оу́дрь́жаше,	oudrъžaše	udъrža	Vmia3pe		112	15	0	root							< skiptrokratein ?							
íx'+	и́х͛+	ix	iže	Pp3-pa		112	16	18	nmod				who are called ʺa rod of ironʺ by the Holy Scripture			Ps 2:9 NIV, CS: oupaseši ę žezlomъ želěznymъ, jako sosudy skudelьniči sokrušiši ę (Ps 2:9)							
i+	и+	i	i	C		112	17	21	advmod														
páli_cou	пáли_цоу	palicou	palica	Nfsan		112	18	21	obl	pred				1									
želě´znu	желѣ́знꙋ	želěznu	želězen	Afsan		112	19	18	amod														
bžstьvnojè	бжстьвноѥ̀	bžstъvnoje	božestven	Ansny		112	20	22	amod														
iménova	име́нова	imenova	imenuvam	Vmip3si		112	21	13	acl														
pisánïe.	писáнїе.	pisanie	pisanie	Nnsnn		112	22	21	nsubj					1									
																							
Crstvujuštïi	Црствꙋющїи	crstvujuštii	carstvuvam	Ampny	Vmpp-sia	113	1	5	amod				as they conquered the Tsarigrad (ʺthe ruling cityʺ)										
oúbò	оу́бо̀	oubo	ubo	C		113	2	35	cc														
jákože	ꙗ́коже	jakože	jakože	R		113	3	4	mark														
oúdrь´_žaše	оу́дрь́_жаше	oudrъžaše	udъrža	Vmia3pe		113	4	35	advcl					1									
grádь.	грáдь.	gradъ	grad	Nmsnn		113	5	4	obj														
vъsè	въсѐ	vъse	vse	Ampan		113	6	8	amod	det			taking shamelessly all the holy ceremonial instruments										
styʺje	сты̏ѥ	stije	svęt	Ampay		113	7	8	amod														
sьsoúdy	сьсоу́ды	sъsoudi	sъsud	Nmpnn		113	8	10	obj														
be_stoúdně`	бе_стоу́днѣ̀	bestoudně	bestudьně	R		113	9	10	advmod					1									
vьzь´m'še.	вьзь́м͛ше.	vъzъmše	vzema	Vmpa-pea	Ampnn	113	10	35	advcl														
i+	и+	i	i	C		113	11	17	cc				and also true relics of the saints										
jéšté+	ѥ́ще́+	ješte	ešte	R		113	12	11	fixed														
že	же	že	že	Qd		113	13	12	fixed														
í+	и́+	i	i	C		113	14	17	amod														
čstnyjè	чстныѥ̀	čstnije	česten	Afpny		113	15	17	amod					1									
styʺxь	сты̏хь	stixъ	svęt	Ampgy		113	16	17	amod	poss													
móšti.	мо́щи.	mošti	mošti	Nfpny		113	17	8	conj														
crkóv'nouju+	црко́в͛ноую+	crkovnouju	cъrkoven	Afsay		113	18	21	amod				as well as all the ornaments of the Church and royal wealth										
že	же	že	že	Qd		113	19	21	cc														
vьsù	вьсꙋ̀	vъsu	vse	Afsan		113	20	21	amod	det				1									
oútvárь	оу́твáрь	outvarъ	utvarь	Nfsnn		113	21	17	conj							Miklosich: outvarь 'kallonѳra, ornamentum'							
í+	и́+	i	i	C		113	22	25	cc														
crskaà	црскаà	crskaa	carski	Anpny		113	23	25	amod														
vьsà	вьсà	vъsa	vse	Anpnn		113	24	25	amod	det													
imě´nïa,	имѣ́нїа,	iměnia	imenie	Nnpnn		113	25	21	conj														
í+	и́+	i	i	C		113	26	31	cc				and, simply said, all the beauty of the city										
vь_soù	вь_соу̀	vъsou	vse	Afsan		113	27	31	amod	det				1									
prósto	про́сто	prosto	prosto	R		113	28	29	advmod														
réšti	ре́щи	rešti	reka	Vmn---e		113	29	31	acl														
gráda	грáда	grada	grad	Nmsgn		113	30	31	nmod	poss													
krásotou.	крáсотоу.	krasotou	krasota	Nfsan		113	31	25	conj					1									
vъsà	въсà	vъsa	vse	Nnpnn		113	32	35	obj				they delivered (ʺand sentʺ) everything to Rome										
vь+	вь+	vъ	v	Sa		113	33	34	case														
rímь	ри́мь	rimъ	Rim	Nmsnn		113	34	35	obl	lat													
wtpoústiše+	ѿпоу́стише+	otpoustiše	otpustja	Vmia3pe		113	35	0	root														
že	же	že	že	Qd		113	36	35	cc														
i+	и+	i	i	C		113	37	38	cc														
wtsláše.	ѿслáше.	otslaše	otslati	Vmia3pe		113	38	35	conj					1									
																							
Sïà	Сїà	sia	sii	Pd-npn		114	1	2	det				as the assembly of the righteous saw all this			Berl.d.: túĭ katò sé+ to glédaxa blgčstívïĭ sobór xrstyan'skyʺ tvъ´rdě mnog, tъgúvaxa, i+ grížaxa+ se,							
vьsà	вьсà	vъsa	vse	Anpnn		114	2	4	obj														
blgočь´stivïix	блгочь́стивїих	blgočъstiviix	blagočestiv	Ampgy		114	3	5	amod	poss													
zréšteʺ	зре́ще̏	zreštee	zra	Vmpp-pia		114	4	9	acl														
sьbórь,	сьбо́рь,	sъborъ	sъbor	Nmsnn		114	5	4	nsubj					1									
sě´tovanïa	сѣ́тованїа	sětovania	sětovanie	Nnsgn		114	6	11	nmod				a cloud of sadness and grief was covering them			Miklosich: sětovati 'penѳein, lugere'							
í+	и́+	i	i	C		114	7	8	cc														
pečáli	печáли	pečali	pečal	Nfsgn		114	8	6	conj														
tě´xь	тѣ́хь	těxъ	tě	Pp3-pg		114	9	10	obj														
pokryʺvaáše	покры̏ваáше	pokrivaaše	pokrija	Vmii3si		114	10	0	root					1									
w´blákь.	ѡ́блáкь.	oblakъ	oblak	Nmsnn		114	11	10	nsubj														
																							
í	и́	i	i	C		115	1	6	cc				and one couldn't hear from them anything else, but:										
ničtòže	ничто̀же	ničtože	ničьtože	Pz		115	2	6	nsubj														
wt+	ѿ+	ot	ot	Sg		115	3	4	case														
nýxь	ны́хь	nixъ	tě	Pp3-pa		115	4	6	obl	abl													
ínò	и́но̀	ino	in	Ansnn		115	5	2	amod														
slý_šàše+	слы́_шàше+	slišaše	slyšati	Vmii3si		115	6	0	root					1									
se,	се,	se	se	Px---a		115	7	6	expl														
rázvě`.	рáзвѣ̀.	razvě	razvě	Sg		115	8	6	obl														
																							
Vъskrsny	Въскрсны	Vъskrsni	vъzkresja	Vmm-2se		116	1	0	root				ʺawake, Lord! why do you sleep?ʺ			Ps 44:23 NIV							
																							
vьskoujù	вьскоую̀	vъskouju	vъskǫjǫ	C		117	1	2	advmod					2									
spíši	спи́ши	spiši	spja	Vmip2si		117	2	0	root		198r	/img/petka/000399.jpg											
gi.	ги.	gi	Gospod	Nmsvy		117	3	2	vocative														
																							
vъskoujù	въскоую̀	vъskouju	vъskǫjǫ	C		118	1	2	advmod				ʺwhy do you forget our misery and grief?ʺ			Ps 44:24 NIV							
zabývaješi	забы́ваѥши	zabivaješi	zabyvati	Vmip2si		118	2	0	root														
ní_štetou	ни́_щетоу	ništetou	ništeta	Nfsan		118	3	2	obj					1									
nášou	нáшоу	našou	naš	Afsan		118	4	3	amod	poss													
í+	и́+	i	i	C		118	5	6	cc														
pečálь	печáль	pečalъ	pečal	Nfsnn		118	6	3	conj														
nášou,	нáшоу,	našou	naš	Afsan		118	7	6	amod	poss													
																							
í+	и́+	i	i	C		119	1	2	cc				and else										
pró_čejè.	про́_чеѥ̀.	pročeje	proče	Ansny		119	2	0	root					1									
																							
Vъ+	Въ+	vъ	v	Sl		120	1	2	case				the righteous were in such a cloud of sadness										
síxь	си́хь	sixъ	sii	Pd--pg		120	2	8	obl	loc													
oúbò	оу́бо̀	oubo	ubo	C		120	3	8	cc														
í+	и́+	i	i	C		120	4	5	cc														
sícevyʺxь	си́цевы̏хь	sicevixъ	sicev	Ampgy		120	5	2	conj														
blgočь´stivïix	блгочь́стивїих	blgočъstiviix	blagočestiv	Ampgy		120	6	8	obj					1									
sě´tovanïa	сѣ́тованїа	sětovania	sětovanie	Nnsgn		120	7	9	nmod														
w´drь´žàše	ѡ́дрь́жàше	odrъžaše	odrъžati	Vmii3se		120	8	0	root														
w´blákь♦	ѡ́блáкь♦	oblakъ	oblak	Nmsnn		120	9	8	nsubj					1									
																							
Vъ+	Въ+	vъ	v	Sl		121	1	4	case				and in the same time									11	Conquests of John Asen
tó+	то́+	to	to	Qd		121	2	4	det														
že	же	že	že	Qd		121	3	37	cc														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		121	4	37	obl	loc													
blgočь´stïe	блгочь́стїе	blgočъstie	blagočestie	Nnsnn		121	5	10	obj				strongly ruling by shining and apparent piety	1									
svě´tlě	свѣ́тлѣ	světlě	světlo	R		121	6	10	advmod														
i+	и+	i	i	C		121	7	8	cc														
jávljén'ně	ꙗ́влѥ́н͛нѣ	javljenně	javlenьně	R		121	8	6	conj														
krěp'cě	крѣп͛цѣ	krěpcě	krepko	R		121	9	10	advmod														
oúdrь´žav'šouʺ	оу́дрь́жав͛шоу̏	oudrъžavšou	udъrža	Vmpa-sea	Amsdn	121	10	37	advcl					1									
blgočь´stivomou	блгочь́стивомоу	blgočъstivomou	blagočestiv	Amsdy		121	11	12	amod				the righteous King John Asěn of Bulgaria, son of the old King Asěn										
cru	црꙋ	cru	car	Nmsdy		121	12	10	nsubj														
blь´gar'skomou,	бль́гар͛скомоу,	blъgarskomou	bъlgarski	Amsdy		121	13	12	amod					1									
ıw´an'nou	ıѡ́ан͛ноу	ioannou	Ioan	Nmsdy		121	14	12	appos														
